l,1
l,1
l,1
l,1
l,0
l,0
l,0
p,000000
p,000000
p,000000
p,000000
p,101110
p,110001
p,100001
p,100001
p,100001
p,110001
p,101110
p,100000
p,100000
p,100000
t,000
t,000
t,010
t,010
t,111
t,010
t,010
t,010
t,010
t,010
t,001
t,000
t,000
t,000
x,000000
x,000000
x,000000
x,000000
x,100001
x,010010
x,001100
x,001100
x,001100
x,010010
x,100001
x,000000
x,000000
x,000000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
|,0000
#,0000000
#,0001010
#,0001010
#,0001010
#,0111111
#,0010100
#,0010100
#,1111110
#,0101000
#,0101000
#,0101000
#,0000000
#,0000000
#,0000000
',0000
',1000
',1000
',1000
',0100
',0100
',0100
',0010
',0010
',0010
',0001
',0001
',0001
',0000
+,00000
+,00000
+,00000
+,00000
+,00100
+,00100
+,11111
+,00100
+,00100
+,00000
+,00000
+,00000
+,00000
+,00000
/,0000
/,0001
/,0001
/,0001
/,0010
/,0010
/,0010
/,0100
/,0100
/,0100
/,1000
/,1000
/,1000
/,0000
3,00000
3,01110
3,10001
3,00001
3,00001
3,00110
3,00001
3,00001
3,00001
3,10001
3,01110
3,00000
3,00000
3,00000
7,00000
7,11111
7,00001
7,00001
7,00010
7,00010
7,00100
7,00100
7,01000
7,01000
7,01000
7,00000
7,00000
7,00000
;,00
;,00
;,00
;,00
;,01
;,00
;,00
;,00
;,00
;,00
;,01
;,10
;,00
;,00
?,00000
?,01110
?,10001
?,10001
?,00001
?,00010
?,00100
?,00100
?,00100
?,00000
?,00100
?,00000
?,00000
?,00000
C,00000000
C,00111100
C,01000010
C,10000001
C,10000000
C,10000000
C,10000000
C,10000000
C,10000001
C,01000010
C,00111100
C,00000000
C,00000000
C,00000000
G,00000000
G,00111100
G,01000010
G,10000001
G,10000000
G,10000000
G,10000111
G,10000001
G,10000001
G,01000011
G,00111101
G,00000000
G,00000000
G,00000000
K,0000000
K,1000010
K,1000100
K,1001000
K,1010000
K,1100000
K,1010000
K,1001000
K,1000100
K,1000010
K,1000001
K,0000000
K,0000000
K,0000000
O,00000000
O,00111100
O,01000010
O,10000001
O,10000001
O,10000001
O,10000001
O,10000001
O,10000001
O,01000010
O,00111100
O,00000000
O,00000000
O,00000000
S,0000000
S,0111110
S,1000001
S,1000001
S,1000000
S,0111000
S,0000110
S,0000001
S,1000001
S,1000001
S,0111110
S,0000000
S,0000000
S,0000000
W,0000000000000
W,1000001000001
W,1000001000001
W,1000001000001
W,0100010100010
W,0100010100010
W,0010100010100
W,0010100010100
W,0010100010100
W,0001000001000
W,0001000001000
W,0000000000000
W,0000000000000
W,0000000000000
[,000
[,111
[,100
[,100
[,100
[,100
[,100
[,100
[,100
[,100
[,100
[,100
[,100
[,111
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,0000000
_,1111111
_,0000000
c,000000
c,000000
c,000000
c,000000
c,011110
c,100001
c,100000
c,100000
c,100000
c,100001
c,011110
c,000000
c,000000
c,000000
g,000000
g,000000
g,000000
g,000000
g,011101
g,100011
g,100001
g,100001
g,100001
g,100011
g,011101
g,000001
g,000001
g,011110
k,000000
k,100000
k,100000
k,100000
k,100010
k,100100
k,101000
k,111000
k,100100
k,100010
k,100001
k,000000
k,000000
k,000000
o,000000
o,000000
o,000000
o,000000
o,011110
o,100001
o,100001
o,100001
o,100001
o,100001
o,011110
o,000000
o,000000
o,000000
s,00000
s,00000
s,00000
s,00000
s,01110
s,10001
s,10000
s,01110
s,00001
s,10001
s,01110
s,00000
s,00000
s,00000
w,000000000
w,000000000
w,000000000
w,000000000
w,100010001
w,100010001
w,010101010
w,010101010
w,010101010
w,001000100
w,001000100
w,000000000
w,000000000
w,000000000
{,00000
{,00011
{,00100
{,00100
{,00100
{,00100
{,00100
{,11000
{,00100
{,00100
{,00100
{,00100
{,00100
{,00011
"""",000
"""",101
"""",101
"""",101
"""",101
"""",000
"""",000
"""",000
"""",000
"""",000
"""",000
"""",000
"""",000
"""",000
&,0000000
&,0011000
&,0100100
&,0100100
&,0100100
&,0011000
&,0101000
&,1000100
&,1000101
&,1000010
&,0111101
&,0000000
&,0000000
&,0000000
*,00000
*,00100
*,10101
*,01110
*,11011
*,00000
*,00000
*,00000
*,00000
*,00000
*,00000
*,00000
*,00000
*,00000
.,0
.,0
.,0
.,0
.,0
.,0
.,0
.,0
.,0
.,0
.,1
.,0
.,0
.,0
2,00000
2,01110
2,10001
2,10001
2,00001
2,00010
2,00100
2,01000
2,10000
2,10000
2,11111
2,00000
2,00000
2,00000
6,00000
6,01110
6,10001
6,10000
6,10000
6,10110
6,11001
6,10001
6,10001
6,10001
6,01110
6,00000
6,00000
6,00000
:,0
:,0
:,0
:,0
:,1
:,0
:,0
:,0
:,0
:,0
:,1
:,0
:,0
:,0
>,00000
>,00000
>,00000
>,11000
>,01100
>,00110
>,00011
>,00110
>,01100
>,11000
>,00000
>,00000
>,00000
>,00000
B,0000000
B,1111110
B,1000001
B,1000001
B,1000001
B,1111110
B,1000001
B,1000001
B,1000001
B,1000001
B,1111110
B,0000000
B,0000000
B,0000000
F,0000000
F,1111111
F,1000000
F,1000000
F,1000000
F,1111110
F,1000000
F,1000000
F,1000000
F,1000000
F,1000000
F,0000000
F,0000000
F,0000000
J,00000
J,00001
J,00001
J,00001
J,00001
J,00001
J,00001
J,00001
J,10001
J,10001
J,01110
J,00000
J,00000
J,00000
N,00000000
N,10000001
N,11000001
N,10100001
N,10100001
N,10010001
N,10001001
N,10000101
N,10000101
N,10000011
N,10000001
N,00000000
N,00000000
N,00000000
R,000000000
R,111111000
R,100000100
R,100000010
R,100000010
R,100000100
R,111111100
R,100000010
R,100000010
R,100000010
R,100000001
R,000000000
R,000000000
R,000000000
V,000000000
V,100000001
V,100000001
V,010000010
V,010000010
V,001000100
V,001000100
V,000101000
V,000101000
V,000010000
V,000010000
V,000000000
V,000000000
V,000000000
Z,000000
Z,111111
Z,000001
Z,000010
Z,000010
Z,000100
Z,001000
Z,010000
Z,010000
Z,100000
Z,111111
Z,000000
Z,000000
Z,000000
^,00100
^,01010
^,10001
^,00000
^,00000
^,00000
^,00000
^,00000
^,00000
^,00000
^,00000
^,00000
^,00000
^,00000
b,000000
b,100000
b,100000
b,100000
b,101110
b,110001
b,100001
b,100001
b,100001
b,110001
b,101110
b,000000
b,000000
b,000000
f,000
f,001
f,010
f,010
f,111
f,010
f,010
f,010
f,010
f,010
f,010
f,000
f,000
f,000
j,00
j,01
j,00
j,00
j,01
j,01
j,01
j,01
j,01
j,01
j,01
j,01
j,01
j,10
n,00000
n,00000
n,00000
n,00000
n,10110
n,11001
n,10001
n,10001
n,10001
n,10001
n,10001
n,00000
n,00000
n,00000
r,000
r,000
r,000
r,000
r,101
r,110
r,100
r,100
r,100
r,100
r,100
r,000
r,000
r,000
v,0000000
v,0000000
v,0000000
v,0000000
v,1000001
v,1000001
v,0100010
v,0100010
v,0010100
v,0010100
v,0001000
v,0000000
v,0000000
v,0000000
z,0000
z,0000
z,0000
z,0000
z,1111
z,0001
z,0010
z,0100
z,0100
z,1000
z,1111
z,0000
z,0000
z,0000
~,0000000
~,0110001
~,1001001
~,1000110
~,0000000
~,0000000
~,0000000
~,0000000
~,0000000
~,0000000
~,0000000
~,0000000
~,0000000
~,0000000
!,0
!,1
!,1
!,1
!,1
!,1
!,1
!,1
!,1
!,0
!,1
!,0
!,0
!,0
%,0000000000
%,0110000000
%,1001000010
%,1001000100
%,0110001000
%,0000010000
%,0000100000
%,0001000110
%,0010001001
%,0100001001
%,0000000110
%,0000000000
%,0000000000
%,0000000000
),000
),100
),010
),010
),001
),001
),001
),001
),001
),001
),001
),010
),010
),100
-,0000
-,0000
-,0000
-,0000
-,0000
-,0000
-,1111
-,0000
-,0000
-,0000
-,0000
-,0000
-,0000
-,0000
1,00000
1,00100
1,11100
1,00100
1,00100
1,00100
1,00100
1,00100
1,00100
1,00100
1,00100
1,00000
1,00000
1,00000
5,00000
5,11111
5,10000
5,10000
5,10000
5,11110
5,10001
5,00001
5,00001
5,10001
5,01110
5,00000
5,00000
5,00000
9,00000
9,01110
9,10001
9,10001
9,10001
9,10011
9,01101
9,00001
9,00001
9,10001
9,01110
9,00000
9,00000
9,00000
=,00000
=,00000
=,00000
=,00000
=,00000
=,11111
=,00000
=,11111
=,00000
=,00000
=,00000
=,00000
=,00000
=,00000
A,000000000
A,000010000
A,000010000
A,000101000
A,000101000
A,001000100
A,001000100
A,011111110
A,010000010
A,100000001
A,100000001
A,000000000
A,000000000
A,000000000
E,0000000
E,1111111
E,1000000
E,1000000
E,1000000
E,1111110
E,1000000
E,1000000
E,1000000
E,1000000
E,1111111
E,0000000
E,0000000
E,0000000
I,0
I,1
I,1
I,1
I,1
I,1
I,1
I,1
I,1
I,1
I,1
I,0
I,0
I,0
M,000000000
M,100000001
M,100000001
M,110000011
M,110000011
M,101000101
M,101000101
M,100101001
M,100101001
M,100010001
M,100010001
M,000000000
M,000000000
M,000000000
Q,00000000
Q,00111100
Q,01000010
Q,10000001
Q,10000001
Q,10000001
Q,10000001
Q,10000001
Q,10000101
Q,01000010
Q,00111101
Q,00000000
Q,00000000
Q,00000000
U,00000000
U,10000001
U,10000001
U,10000001
U,10000001
U,10000001
U,10000001
U,10000001
U,10000001
U,01000010
U,00111100
U,00000000
U,00000000
U,00000000
Y,000000000
Y,100000001
Y,100000001
Y,010000010
Y,001000100
Y,000101000
Y,000010000
Y,000010000
Y,000010000
Y,000010000
Y,000010000
Y,000000000
Y,000000000
Y,000000000
],000
],111
],001
],001
],001
],001
],001
],001
],001
],001
],001
],001
],001
],111
a,0000000
a,0000000
a,0000000
a,0000000
a,0111100
a,1000010
a,0111110
a,1000010
a,1000010
a,1000010
a,0111101
a,0000000
a,0000000
a,0000000
e,000000
e,000000
e,000000
e,000000
e,011110
e,100001
e,100001
e,111111
e,100000
e,100001
e,011110
e,000000
e,000000
e,000000
i,0
i,1
i,0
i,0
i,1
i,1
i,1
i,1
i,1
i,1
i,1
i,0
i,0
i,0
m,000000000
m,000000000
m,000000000
m,000000000
m,101100110
m,110011001
m,100010001
m,100010001
m,100010001
m,100010001
m,100010001
m,000000000
m,000000000
m,000000000
q,000000
q,000000
q,000000
q,000000
q,011101
q,100011
q,100001
q,100001
q,100001
q,100011
q,011101
q,000001
q,000001
q,000001
u,00000
u,00000
u,00000
u,00000
u,10001
u,10001
u,10001
u,10001
u,10001
u,10011
u,01101
u,00000
u,00000
u,00000
y,0000000
y,0000000
y,0000000
y,0000000
y,1000001
y,1000001
y,0100010
y,0100010
y,0010100
y,0010100
y,0001000
y,0001000
y,0010000
y,1100000
},00000
},11000
},00100
},00100
},00100
},00100
},00100
},00011
},00100
},00100
},00100
},00100
},00100
},11000
